





LID;1500000000000000397	ID;600000000000100973	伊織貴瀬
LID;811	ID;1500000000000038311	タケシ
LID;811	ID;1000000000000092227	カダセロ





















LID;800000000000000127	ID;800000000000049921	枯葉
LID;800000000000000127	ID;1000000000000076678	Player 711638602
LID;800000000000000127	ID;1200000000000002658	祐希



LID;500000000000000213	ID;300000000000078704	oku
LID;500000000000000213	ID;1400000000000081794	Player 1004481838
LID;500000000000000213	ID;29226	あさひ
LID;500000000000000213	ID;1400000000000007317	KEITA
LID;500000000000000213	ID;1100000000000058208	しら(´-ω-`)

































※04/21 13:34 集計時点のポイントですBY SKDN
