チーム春日未来1位	456795 pt
チーム大神環12位	120400 pt
チーム大神環13位	119880 pt
チーム大神環14位	115744 pt
チーム大神環15位	106063 pt
チーム大神環16位	86499 pt
チーム大神環17位	83299 pt
チーム大神環18位	80637 pt
チーム大神環19位	80556 pt
チーム大神環20位	80401 pt
チーム大神環21位	69370 pt
チーム大神環22位	67602 pt
チーム大神環23位	66483 pt
チーム大神環24位	63070 pt
チーム大神環25位	57819 pt
チーム大神環26位	55034 pt
チーム大神環27位	54900 pt
チーム大神環28位	54825 pt
チーム大神環29位	53944 pt
チーム大神環30位	53331 pt
チーム豊川風花1位	575557 pt
チーム豊川風花2位	401213 pt
チーム豊川風花3位	298162 pt
チーム豊川風花4位	281197 pt
チーム豊川風花5位	256625 pt
チーム豊川風花6位	248572 pt
チーム豊川風花7位	208147 pt
チーム豊川風花8位	122570 pt
チーム豊川風花9位	117078 pt
チーム豊川風花10位	111833 pt
チーム豊川風花11位	100294 pt
チーム豊川風花12位	91797 pt
チーム豊川風花13位	79580 pt
チーム豊川風花14位	74527 pt
チーム豊川風花15位	73589 pt
チーム豊川風花16位	62101 pt
チーム豊川風花17位	61611 pt
チーム豊川風花18位	61476 pt
チーム豊川風花19位	55120 pt
チーム豊川風花20位	48508 pt
チーム豊川風花21位	46394 pt
チーム豊川風花22位	45419 pt
チーム豊川風花23位	43206 pt
チーム豊川風花24位	42622 pt
チーム豊川風花25位	41535 pt
チーム豊川風花26位	39435 pt
チーム豊川風花27位	38756 pt
チーム豊川風花28位	37515 pt
チーム豊川風花29位	37368 pt
チーム豊川風花30位	36881 pt
チーム宮尾美也1位	1963084 pt
チーム宮尾美也2位	689621 pt
チーム宮尾美也3位	519377 pt
チーム宮尾美也4位	406131 pt
チーム宮尾美也5位	400607 pt
チーム宮尾美也6位	337394 pt
チーム宮尾美也7位	323844 pt
チーム宮尾美也8位	237476 pt
チーム宮尾美也9位	183835 pt
チーム宮尾美也10位	163932 pt
チーム宮尾美也11位	154432 pt
チーム宮尾美也12位	151066 pt
チーム宮尾美也13位	127810 pt
チーム宮尾美也14位	116766 pt
チーム宮尾美也15位	103683 pt
チーム宮尾美也16位	96942 pt
チーム宮尾美也17位	72534 pt
チーム宮尾美也18位	71174 pt
チーム宮尾美也19位	68136 pt
チーム宮尾美也20位	66926 pt
チーム宮尾美也21位	66303 pt
チーム宮尾美也22位	64110 pt
チーム宮尾美也23位	59994 pt
チーム宮尾美也24位	59331 pt
チーム宮尾美也25位	59004 pt
チーム宮尾美也26位	58165 pt
チーム宮尾美也27位	57529 pt
チーム宮尾美也28位	57234 pt
チーム宮尾美也29位	56966 pt
チーム宮尾美也30位	48201 pt
チーム福田のり子1位	377254 pt
チーム福田のり子2位	325559 pt
チーム福田のり子3位	212535 pt
チーム福田のり子4位	181364 pt
チーム福田のり子5位	165238 pt
チーム福田のり子6位	159565 pt
チーム福田のり子7位	142942 pt
チーム福田のり子8位	127178 pt
チーム福田のり子9位	125969 pt
チーム福田のり子10位	120607 pt
チーム福田のり子11位	120409 pt
チーム福田のり子12位	113986 pt
チーム福田のり子13位	113811 pt
チーム福田のり子14位	100276 pt
チーム福田のり子15位	97799 pt
チーム福田のり子16位	84526 pt
チーム福田のり子17位	82649 pt
チーム福田のり子18位	77051 pt
チーム福田のり子19位	72966 pt
チーム福田のり子20位	71082 pt
チーム福田のり子21位	68322 pt
チーム福田のり子22位	62219 pt
チーム福田のり子23位	61160 pt
チーム福田のり子24位	57154 pt
チーム福田のり子25位	47177 pt
チーム福田のり子26位	45678 pt
チーム福田のり子27位	44716 pt
チーム福田のり子28位	40732 pt
チーム福田のり子29位	39135 pt
チーム福田のり子30位	38056 pt
チーム真壁瑞希1位	1033601 pt
チーム真壁瑞希2位	428773 pt
チーム真壁瑞希3位	427074 pt
チーム真壁瑞希4位	415434 pt
チーム真壁瑞希5位	386617 pt
チーム真壁瑞希6位	266418 pt
チーム真壁瑞希7位	256486 pt
チーム真壁瑞希8位	253508 pt
チーム真壁瑞希9位	253468 pt
チーム真壁瑞希10位	247016 pt
チーム真壁瑞希11位	206859 pt
チーム真壁瑞希12位	190392 pt
チーム真壁瑞希13位	173752 pt
チーム真壁瑞希14位	155429 pt
チーム真壁瑞希15位	136059 pt
チーム真壁瑞希16位	124227 pt
チーム真壁瑞希17位	122929 pt
チーム真壁瑞希18位	121354 pt
チーム真壁瑞希19位	121273 pt
チーム真壁瑞希20位	116676 pt
チーム真壁瑞希21位	109595 pt
チーム真壁瑞希22位	106482 pt
チーム真壁瑞希23位	100692 pt
チーム真壁瑞希24位	97059 pt
チーム真壁瑞希25位	92008 pt
チーム真壁瑞希26位	89101 pt
チーム真壁瑞希27位	82918 pt
チーム真壁瑞希28位	81193 pt
チーム真壁瑞希29位	76652 pt
チーム真壁瑞希30位	72131 pt
チーム篠宮可憐1位	628274 pt
チーム篠宮可憐2位	611865 pt
チーム篠宮可憐3位	506634 pt
チーム篠宮可憐4位	385879 pt
チーム篠宮可憐5位	274574 pt
チーム篠宮可憐6位	274155 pt
チーム篠宮可憐7位	160182 pt
チーム篠宮可憐8位	140520 pt
チーム篠宮可憐9位	118760 pt
チーム篠宮可憐10位	117414 pt
チーム篠宮可憐11位	105846 pt
チーム篠宮可憐12位	104497 pt
チーム篠宮可憐13位	103830 pt
チーム篠宮可憐14位	93415 pt
チーム篠宮可憐15位	90041 pt
チーム篠宮可憐16位	85131 pt
チーム篠宮可憐17位	84449 pt
チーム篠宮可憐18位	83797 pt
チーム篠宮可憐19位	83578 pt
チーム篠宮可憐20位	83305 pt
チーム篠宮可憐21位	72968 pt
チーム篠宮可憐22位	64006 pt
チーム篠宮可憐23位	62373 pt
チーム篠宮可憐24位	61332 pt
チーム篠宮可憐25位	60513 pt
チーム篠宮可憐26位	59814 pt
チーム篠宮可憐27位	58785 pt
チーム篠宮可憐28位	57211 pt
チーム篠宮可憐29位	57014 pt
チーム篠宮可憐30位	56380 pt
チーム百瀬莉緒1位	1012452 pt
チーム百瀬莉緒2位	903789 pt
チーム百瀬莉緒3位	802446 pt
チーム百瀬莉緒4位	479760 pt
チーム百瀬莉緒5位	360559 pt
チーム百瀬莉緒6位	272763 pt
チーム百瀬莉緒7位	270193 pt
チーム百瀬莉緒8位	256547 pt
チーム百瀬莉緒9位	228074 pt
チーム百瀬莉緒10位	174465 pt
チーム百瀬莉緒11位	170385 pt
チーム百瀬莉緒12位	161731 pt
チーム百瀬莉緒13位	154050 pt
チーム百瀬莉緒14位	135857 pt
チーム百瀬莉緒15位	116429 pt
チーム百瀬莉緒16位	109122 pt
チーム百瀬莉緒17位	109103 pt
チーム百瀬莉緒18位	102004 pt
チーム百瀬莉緒19位	101512 pt
チーム百瀬莉緒20位	100575 pt
チーム百瀬莉緒21位	88544 pt
チーム百瀬莉緒22位	84545 pt
チーム百瀬莉緒23位	82841 pt
チーム百瀬莉緒24位	82259 pt
チーム百瀬莉緒25位	78469 pt
チーム百瀬莉緒26位	72588 pt
チーム百瀬莉緒27位	71799 pt
チーム百瀬莉緒28位	71095 pt
チーム百瀬莉緒29位	69243 pt
チーム百瀬莉緒30位	66611 pt
チーム永吉昴1位	1181259 pt
チーム永吉昴2位	714333 pt
チーム永吉昴3位	686358 pt
チーム永吉昴4位	557671 pt
チーム永吉昴5位	421987 pt
チーム永吉昴6位	384948 pt
チーム永吉昴7位	354852 pt
チーム永吉昴8位	287293 pt
チーム永吉昴9位	240440 pt
チーム永吉昴10位	216337 pt
チーム永吉昴11位	194716 pt
チーム永吉昴12位	144049 pt
チーム永吉昴13位	131258 pt
チーム永吉昴14位	127938 pt
チーム永吉昴15位	120551 pt
チーム永吉昴16位	120344 pt
チーム永吉昴17位	116418 pt
チーム永吉昴18位	111838 pt
チーム永吉昴19位	111555 pt
チーム永吉昴20位	103923 pt
チーム永吉昴21位	95135 pt
チーム永吉昴22位	93890 pt
チーム永吉昴23位	90475 pt
チーム永吉昴24位	86606 pt
チーム永吉昴25位	82764 pt
チーム永吉昴26位	76690 pt
チーム永吉昴27位	63802 pt
チーム永吉昴28位	61050 pt
チーム永吉昴29位	60978 pt
チーム永吉昴30位	60502 pt
チーム北上麗花1位	1045605 pt
チーム北上麗花2位	766318 pt
チーム北上麗花3位	533024 pt
チーム北上麗花4位	518675 pt
チーム北上麗花5位	343623 pt
チーム北上麗花6位	258363 pt
チーム北上麗花7位	219014 pt
チーム北上麗花8位	216495 pt
チーム北上麗花9位	214772 pt
チーム北上麗花10位	208508 pt
チーム北上麗花11位	206148 pt
チーム北上麗花12位	200793 pt
チーム北上麗花13位	188199 pt
チーム北上麗花14位	181753 pt
チーム北上麗花15位	170335 pt
チーム北上麗花16位	158996 pt
チーム北上麗花17位	156056 pt
チーム北上麗花18位	133738 pt
チーム北上麗花19位	114362 pt
チーム北上麗花20位	85846 pt
チーム北上麗花21位	74888 pt
チーム北上麗花22位	65466 pt
チーム北上麗花23位	64457 pt
チーム北上麗花24位	54716 pt
チーム北上麗花25位	51750 pt
チーム北上麗花26位	50256 pt
チーム北上麗花27位	50124 pt
チーム北上麗花28位	48962 pt
チーム北上麗花29位	46771 pt
チーム北上麗花30位	45940 pt
チーム周防桃子1位	966314 pt
チーム周防桃子2位	653923 pt
チーム周防桃子3位	597459 pt
チーム周防桃子4位	516231 pt
チーム周防桃子5位	494058 pt
チーム周防桃子6位	442637 pt
チーム周防桃子7位	404018 pt
チーム周防桃子8位	396551 pt
チーム周防桃子9位	322510 pt
チーム周防桃子10位	289918 pt
チーム周防桃子11位	257099 pt
チーム周防桃子12位	234873 pt
チーム周防桃子13位	226079 pt
チーム周防桃子14位	212983 pt
チーム周防桃子15位	195806 pt
チーム周防桃子16位	191272 pt
チーム周防桃子17位	178557 pt
チーム周防桃子18位	167652 pt
チーム周防桃子19位	155205 pt
チーム周防桃子20位	142782 pt
チーム周防桃子21位	129965 pt
チーム周防桃子22位	118992 pt
チーム周防桃子23位	112561 pt
チーム周防桃子24位	109763 pt
チーム周防桃子25位	109750 pt
チーム周防桃子26位	106224 pt
チーム周防桃子27位	100397 pt
チーム周防桃子28位	92850 pt
チーム周防桃子29位	91282 pt
チーム周防桃子30位	74718 pt
チームジュリア1位	396149 pt
チームジュリア2位	202891 pt
チームジュリア3位	184184 pt
チームジュリア4位	182113 pt
チームジュリア5位	166736 pt
チームジュリア6位	149700 pt
チームジュリア7位	146731 pt
チームジュリア8位	142756 pt
チームジュリア9位	134762 pt
チームジュリア10位	134736 pt
チームジュリア11位	115881 pt
チームジュリア12位	110690 pt
チームジュリア13位	108398 pt
チームジュリア14位	107209 pt
チームジュリア15位	95924 pt
チームジュリア16位	94288 pt
チームジュリア17位	91550 pt
チームジュリア18位	91070 pt
チームジュリア19位	90431 pt
チームジュリア20位	89059 pt
チームジュリア21位	87978 pt
チームジュリア22位	84937 pt
チームジュリア23位	83115 pt
チームジュリア24位	82666 pt
チームジュリア25位	81990 pt
チームジュリア26位	78498 pt
チームジュリア27位	77659 pt
チームジュリア28位	73242 pt
チームジュリア29位	72622 pt
チームジュリア30位	71416 pt
※03/17 16:29 集計時点のポイントですBY SKDN
