100位	72,019,207 pt
1300位	2,035,752 pt
1000位	3,460,248 pt
	1位	454,938,587 pt
10位	160,148,138 pt
	11位	159,414,229 pt
20位	117,093,759 pt
※11/03 13:05 集計時点 BYそくどん


100位	55,814,963 pt
500位	12,441,984 pt
1200位	2,396,259 pt
1300位	2,035,752 pt
1000位	3,460,248 pt
	1位	454,547,993 pt
10位	160,148,138 pt
	11位	159,414,229 pt
20位	117,040,353 pt
※11/03 13:03 集計時点 BYそくどん


100位	55,814,963 pt
500位	12,438,891 pt
1200位	2,396,259 pt
1300位	2,035,752 pt
1000位	3,460,248 pt
	1位	454,458,983 pt
10位	160,147,866 pt
	11位	159,414,229 pt
20位	116,344,940 pt
※11/03 13:01 集計時点 BYそくどん


100位	55,814,963 pt
500位	12,438,891 pt
1200位	2,396,259 pt
1300位	2,035,752 pt
1000位	3,450,711 pt
	1位	451,792,092 pt
10位	160,146,010 pt
	11位	159,414,093 pt
20位	116,026,791 pt
※11/03 13:00 集計時点 BYそくどん


100位	55,814,963 pt
500位	12,438,891 pt
1200位	2,396,259 pt
1300位	2,035,752 pt
1000位	3,450,711 pt
	1位	451,792,092 pt
10位	160,146,010 pt
	11位	159,414,093 pt
20位	116,026,791 pt
※11/03 12:59 集計時点 BYそくどん


100位	55,814,963 pt
500位	12,438,891 pt
1200位	2,391,295 pt
1300位	2,033,714 pt
1000位	3,450,711 pt
	1位	451,340,789 pt
10位	160,144,810 pt
	11位	159,414,093 pt
20位	116,026,791 pt
※11/03 12:58 集計時点 BYそくどん


100位	55,814,963 pt
500位	12,372,974 pt
1200位	2,375,484 pt
1300位	2,022,146 pt
1000位	3,440,770 pt
	1位	451,340,789 pt
10位	160,143,542 pt
	11位	159,414,093 pt
20位	116,026,791 pt
※11/03 12:56 集計時点 BYそくどん


100位	55,728,797 pt
500位	12,311,318 pt
1200位	2,375,484 pt
1300位	2,016,860 pt
1000位	3,440,770 pt
	1位	450,928,792 pt
10位	159,613,832 pt
	11位	159,414,093 pt
20位	116,026,791 pt
※11/03 12:55 集計時点 BYそくどん


100位	55,728,797 pt
500位	12,250,312 pt
1200位	2,366,071 pt
1300位	2,016,860 pt
1000位	3,426,374 pt
	1位	449,569,971 pt
10位	159,613,832 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:53 集計時点 BYそくどん


100位	55,698,600 pt
500位	12,250,312 pt
1200位	2,355,476 pt
1300位	2,012,209 pt
1000位	3,424,045 pt
	1位	446,592,841 pt
10位	159,613,832 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:51 集計時点 BYそくどん


100位	55,698,600 pt
500位	12,193,559 pt
1200位	2,330,311 pt
1300位	2,012,209 pt
1000位	3,424,045 pt
	1位	446,592,841 pt
10位	159,613,832 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:50 集計時点 BYそくどん


100位	55,645,127 pt
500位	12,193,559 pt
1200位	2,330,311 pt
1300位	2,012,209 pt
1000位	3,424,045 pt
	1位	446,592,841 pt
10位	159,613,832 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:49 集計時点 BYそくどん


100位	55,645,127 pt
500位	11,923,165 pt
1200位	2,330,311 pt
1300位	2,011,174 pt
1000位	3,403,134 pt
	1位	446,592,841 pt
10位	159,613,696 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:48 集計時点 BYそくどん


100位	55,353,636 pt
500位	11,922,405 pt
1200位	2,323,323 pt
1300位	1,994,695 pt
1000位	3,402,523 pt
	1位	445,929,365 pt
10位	159,611,432 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:46 集計時点 BYそくどん


100位	55,142,137 pt
500位	11,916,301 pt
1200位	2,320,628 pt
1300位	1,982,579 pt
1000位	3,402,523 pt
	1位	443,689,817 pt
10位	159,611,432 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:45 集計時点 BYそくどん


100位	54,985,978 pt
500位	11,916,301 pt
1200位	2,319,157 pt
1300位	1,982,087 pt
1000位	3,402,523 pt
	1位	437,467,297 pt
10位	159,610,164 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:43 集計時点 BYそくどん


100位	54,985,978 pt
500位	11,854,631 pt
1200位	2,313,805 pt
1300位	1,974,821 pt
1000位	3,347,401 pt
	1位	435,969,127 pt
10位	159,610,164 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:41 集計時点 BYそくどん


100位	54,985,978 pt
500位	11,854,631 pt
1200位	2,311,242 pt
1300位	1,973,756 pt
1000位	3,347,401 pt
	1位	434,631,541 pt
10位	159,609,688 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:40 集計時点 BYそくどん


100位	54,985,978 pt
500位	11,854,631 pt
1200位	2,303,864 pt
1300位	1,973,756 pt
1000位	3,329,414 pt
	1位	434,631,541 pt
10位	159,609,688 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:39 集計時点 BYそくどん


100位	54,985,978 pt
500位	11,807,481 pt
1200位	2,303,864 pt
1300位	1,960,076 pt
1000位	3,329,278 pt
	1位	434,575,039 pt
10位	159,608,556 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:38 集計時点 BYそくどん


100位	54,985,978 pt
500位	11,807,481 pt
1200位	2,303,864 pt
1300位	1,959,541 pt
1000位	3,329,278 pt
	1位	434,106,573 pt
10位	159,607,492 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:36 集計時点 BYそくどん


100位	54,644,086 pt
500位	11,736,492 pt
1200位	2,298,186 pt
1300位	1,959,541 pt
1000位	3,329,278 pt
	1位	434,050,071 pt
10位	159,552,248 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:35 集計時点 BYそくどん


100位	54,644,086 pt
500位	11,720,573 pt
1300位	1,959,541 pt
1000位	3,329,278 pt
	1位	433,670,178 pt
10位	159,552,248 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:33 集計時点 BYそくどん


100位	54,408,196 pt
500位	11,453,859 pt
1200位	2,288,532 pt
1300位	1,954,834 pt
1000位	3,298,968 pt
	1位	432,514,447 pt
10位	159,550,844 pt
	11位	159,414,093 pt
20位	115,585,803 pt
※11/03 12:31 集計時点 BYそくどん


100位	53,817,101 pt
500位	11,453,859 pt
1200位	2,288,532 pt
1300位	1,950,263 pt
1000位	3,280,818 pt
	1位	432,123,853 pt
10位	159,550,844 pt
	11位	159,028,849 pt
20位	115,285,288 pt
※11/03 12:30 集計時点 BYそくどん


100位	53,817,101 pt
500位	11,451,206 pt
1200位	2,288,532 pt
1300位	1,950,263 pt
1000位	3,280,818 pt
	1位	431,695,805 pt
10位	159,550,844 pt
	11位	159,028,849 pt
20位	114,643,216 pt
※11/03 12:29 集計時点 BYそくどん


100位	53,723,039 pt
500位	11,451,206 pt
1200位	2,288,532 pt
1300位	1,950,263 pt
1000位	3,268,175 pt
	1位	431,695,805 pt
10位	159,550,844 pt
	11位	159,028,849 pt
20位	113,488,697 pt
※11/03 12:28 集計時点 BYそくどん


100位	53,723,039 pt
500位	11,451,206 pt
1200位	2,283,951 pt
1300位	1,940,627 pt
1000位	3,258,800 pt
	1位	430,962,772 pt
10位	159,550,844 pt
	11位	159,028,849 pt
20位	113,270,169 pt
※11/03 12:26 集計時点 BYそくどん


100位	53,723,039 pt
500位	11,451,206 pt
1200位	2,283,951 pt
1300位	1,939,393 pt
1000位	3,258,800 pt
	1位	430,479,937 pt
10位	159,550,844 pt
	11位	159,028,849 pt
20位	113,270,169 pt
※11/03 12:25 集計時点 BYそくどん


100位	53,610,916 pt
500位	11,451,206 pt
1200位	2,283,951 pt
1300位	1,934,764 pt
1000位	3,258,800 pt
	1位	429,886,020 pt
10位	159,550,844 pt
	11位	159,028,849 pt
20位	113,270,169 pt
※11/03 12:23 集計時点 BYそくどん


100位	53,610,916 pt
500位	11,444,558 pt
1200位	2,281,660 pt
1300位	1,919,853 pt
1000位	3,250,182 pt
	1位	429,281,948 pt
10位	159,028,849 pt
	11位	158,956,926 pt
20位	113,270,169 pt
※11/03 12:21 集計時点 BYそくどん


100位	53,590,439 pt
500位	11,433,708 pt
1200位	2,270,866 pt
1300位	1,916,599 pt
1000位	3,250,182 pt
	1位	429,281,948 pt
10位	159,028,849 pt
	11位	158,700,097 pt
20位	113,270,169 pt
※11/03 12:20 集計時点 BYそくどん


100位	53,590,439 pt
500位	11,433,708 pt
1200位	2,270,866 pt
1300位	1,913,969 pt
1000位	3,248,238 pt
	1位	429,190,356 pt
10位	159,028,849 pt
	11位	158,700,097 pt
20位	113,270,169 pt
※11/03 12:19 集計時点 BYそくどん


100位	53,590,439 pt
500位	11,426,354 pt
1200位	2,270,866 pt
1300位	1,913,969 pt
1000位	3,248,238 pt
	1位	428,601,790 pt
10位	159,028,849 pt
	11位	158,700,097 pt
20位	113,270,169 pt
※11/03 12:18 集計時点 BYそくどん


100位	53,571,668 pt
500位	11,380,894 pt
1200位	2,259,133 pt
1300位	1,913,969 pt
1000位	3,238,298 pt
	1位	428,601,790 pt
10位	159,028,849 pt
	11位	158,700,097 pt
20位	113,270,169 pt
※11/03 12:16 集計時点 BYそくどん


100位	53,571,668 pt
500位	11,319,835 pt
1200位	2,259,133 pt
1300位	1,913,969 pt
1000位	3,238,298 pt
	1位	427,847,354 pt
10位	159,028,849 pt
	11位	158,700,097 pt
20位	113,270,169 pt
※11/03 12:15 集計時点 BYそくどん


100位	53,571,668 pt
500位	11,314,258 pt
1200位	2,259,133 pt
1300位	1,913,969 pt
1000位	3,238,298 pt
	1位	426,959,623 pt
10位	159,028,849 pt
	11位	158,293,451 pt
20位	113,270,169 pt
※11/03 12:13 集計時点 BYそくどん


100位	53,571,668 pt
500位	11,295,035 pt
1200位	2,259,133 pt
1300位	1,911,778 pt
1000位	3,238,298 pt
	1位	426,959,623 pt
10位	159,028,849 pt
	11位	158,293,451 pt
20位	113,270,169 pt
※11/03 12:11 集計時点 BYそくどん


100位	53,571,668 pt
500位	11,295,035 pt
1200位	2,247,250 pt
1300位	1,905,508 pt
1000位	3,234,442 pt
	1位	426,959,623 pt
10位	159,028,849 pt
	11位	158,293,451 pt
20位	113,270,169 pt
※11/03 12:10 集計時点 BYそくどん


100位	53,571,668 pt
500位	11,148,267 pt
1200位	2,247,250 pt
1300位	1,902,603 pt
1000位	3,234,442 pt
	1位	418,720,632 pt
10位	159,028,849 pt
	11位	157,999,168 pt
20位	113,270,169 pt
※11/03 12:09 集計時点 BYそくどん


100位	53,571,668 pt
500位	11,148,267 pt
1200位	2,247,250 pt
1300位	1,902,603 pt
1000位	3,218,373 pt
	1位	408,356,506 pt
10位	159,028,849 pt
	11位	155,077,738 pt
20位	113,270,169 pt
※11/03 12:08 集計時点 BYそくどん


100位	53,502,181 pt
500位	11,148,267 pt
1200位	2,247,250 pt
1300位	1,902,603 pt
1000位	3,201,775 pt
	1位	391,506,500 pt
10位	159,028,849 pt
	11位	150,702,152 pt
20位	113,270,169 pt
※11/03 12:06 集計時点 BYそくどん


100位	53,501,977 pt
500位	11,145,290 pt
1200位	2,241,593 pt
1300位	1,899,813 pt
1000位	3,187,522 pt
	1位	383,625,056 pt
10位	159,028,849 pt
	11位	150,113,586 pt
20位	113,270,169 pt
※11/03 12:05 集計時点 BYそくどん


100位	53,501,185 pt
500位	11,145,290 pt
1200位	2,236,176 pt
1300位	1,887,684 pt
1000位	3,180,763 pt
	1位	379,735,166 pt
10位	159,028,849 pt
	11位	150,113,586 pt
20位	112,939,374 pt
※11/03 12:03 集計時点 BYそくどん


100位	53,500,709 pt
500位	11,145,290 pt
1200位	2,229,053 pt
1300位	1,882,140 pt
1000位	3,166,803 pt
	1位	369,734,883 pt
10位	159,028,849 pt
	11位	150,113,586 pt
20位	112,602,286 pt
※11/03 12:01 集計時点 BYそくどん


100位	53,500,437 pt
500位	11,052,453 pt
1200位	2,211,224 pt
1300位	1,879,703 pt
1000位	3,151,882 pt
	1位	369,734,883 pt
10位	159,028,849 pt
	11位	150,113,586 pt
20位	112,602,286 pt
※11/03 12:01 集計時点 BYそくどん


100位	53,496,631 pt
500位	11,052,453 pt
1200位	2,209,362 pt
1300位	1,876,076 pt
1000位	3,134,000 pt
	1位	361,380,176 pt
10位	159,028,849 pt
	11位	149,826,696 pt
20位	112,466,942 pt
※11/03 12:00 集計時点 BYそくどん


100位	53,496,631 pt
500位	11,052,453 pt
1200位	2,209,362 pt
1300位	1,867,008 pt
1000位	3,118,567 pt
	1位	358,271,474 pt
10位	158,418,880 pt
	11位	149,826,696 pt
20位	112,466,942 pt
※11/03 11:59 集計時点 BYそくどん


100位	52,663,840 pt
500位	11,025,173 pt
1200位	2,207,257 pt
1300位	1,859,326 pt
1000位	3,115,883 pt
	1位	355,505,212 pt
10位	158,418,880 pt
	11位	149,826,696 pt
20位	112,465,470 pt
※11/03 11:57 集計時点 BYそくどん


100位	52,602,821 pt
500位	11,025,173 pt
1200位	2,182,858 pt
1300位	1,852,619 pt
1000位	3,112,884 pt
	1位	350,120,747 pt
10位	158,418,880 pt
	11位	149,826,696 pt
20位	112,465,470 pt
※11/03 11:56 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,960,199 pt
1200位	2,177,854 pt
1300位	1,852,619 pt
1000位	3,112,884 pt
	1位	349,778,308 pt
10位	158,418,880 pt
	11位	149,826,696 pt
20位	112,465,334 pt
※11/03 11:55 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,960,199 pt
1200位	2,177,854 pt
1300位	1,852,619 pt
1000位	3,112,339 pt
	1位	349,363,795 pt
10位	158,418,880 pt
	11位	149,826,696 pt
20位	112,464,406 pt
※11/03 11:53 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,945,930 pt
1200位	2,151,947 pt
1300位	1,840,827 pt
1000位	3,109,209 pt
	1位	347,266,532 pt
10位	158,418,880 pt
	11位	149,826,696 pt
20位	112,463,002 pt
※11/03 11:51 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,936,315 pt
1200位	2,147,570 pt
1300位	1,832,027 pt
1000位	3,109,209 pt
	1位	345,713,678 pt
10位	158,418,880 pt
	11位	149,826,696 pt
20位	112,462,662 pt
※11/03 11:50 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,936,315 pt
1200位	2,147,570 pt
1300位	1,818,405 pt
1000位	3,109,209 pt
	1位	345,679,622 pt
10位	158,418,880 pt
	11位	142,436,040 pt
20位	112,462,662 pt
※11/03 11:49 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,932,432 pt
1200位	2,147,570 pt
1300位	1,818,405 pt
1000位	3,109,077 pt
	1位	345,019,074 pt
10位	158,418,880 pt
	11位	142,436,040 pt
20位	112,462,662 pt
※11/03 11:48 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,784,631 pt
1200位	2,144,122 pt
1300位	1,815,442 pt
1000位	3,107,693 pt
	1位	342,981,585 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,459,538 pt
※11/03 11:46 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,746,126 pt
1200位	2,141,082 pt
1300位	1,815,442 pt
1000位	3,102,324 pt
	1位	342,500,030 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,459,062 pt
※11/03 11:45 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,746,126 pt
1200位	2,137,282 pt
1300位	1,807,780 pt
1000位	3,091,641 pt
	1位	341,750,946 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,457,070 pt
※11/03 11:43 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,746,126 pt
1200位	2,125,880 pt
1300位	1,807,780 pt
1000位	3,077,318 pt
	1位	341,237,288 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,456,934 pt
※11/03 11:41 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,746,126 pt
1200位	2,114,356 pt
1300位	1,804,922 pt
1000位	3,064,770 pt
	1位	339,926,390 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,456,934 pt
※11/03 11:40 集計時点 BYそくどん


100位	52,602,821 pt
500位	10,707,868 pt
1200位	2,114,356 pt
1300位	1,800,765 pt
1000位	3,064,770 pt
	1位	339,926,390 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,455,078 pt
※11/03 11:39 集計時点 BYそくどん


100位	52,515,147 pt
500位	10,707,868 pt
1200位	2,106,801 pt
1300位	1,800,765 pt
1000位	3,058,429 pt
	1位	339,685,613 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,455,078 pt
※11/03 11:38 集計時点 BYそくどん


100位	52,197,464 pt
500位	10,618,726 pt
1200位	2,106,801 pt
1300位	1,792,530 pt
1000位	3,058,429 pt
	1位	337,903,861 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,453,674 pt
※11/03 11:36 集計時点 BYそくどん


100位	52,197,464 pt
500位	10,618,726 pt
1200位	2,106,801 pt
1300位	1,786,514 pt
1000位	3,058,033 pt
	1位	337,657,733 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	112,452,746 pt
※11/03 11:35 集計時点 BYそくどん


100位	52,035,114 pt
500位	10,607,853 pt
1200位	2,103,108 pt
1300位	1,786,074 pt
1000位	3,058,033 pt
	1位	336,235,346 pt
10位	158,418,880 pt
	11位	142,412,046 pt
20位	111,845,004 pt
※11/03 11:33 集計時点 BYそくどん


100位	52,035,114 pt
500位	10,607,853 pt
1200位	2,093,458 pt
1300位	1,783,217 pt
1000位	3,056,524 pt
	1位	334,945,850 pt
10位	158,418,880 pt
	11位	141,093,019 pt
20位	111,845,004 pt
※11/03 11:31 集計時点 BYそくどん


100位	52,035,114 pt
500位	10,457,075 pt
1200位	2,093,384 pt
1300位	1,780,873 pt
1000位	3,045,046 pt
	1位	333,656,354 pt
10位	158,418,880 pt
	11位	141,070,043 pt
20位	111,845,004 pt
※11/03 11:30 集計時点 BYそくどん


100位	52,035,114 pt
500位	10,457,075 pt
1200位	2,093,384 pt
1300位	1,778,154 pt
1000位	3,045,046 pt
	1位	333,139,902 pt
10位	158,418,880 pt
	11位	141,069,771 pt
20位	111,845,004 pt
※11/03 11:29 集計時点 BYそくどん


100位	52,035,114 pt
500位	10,401,674 pt
1200位	2,086,656 pt
1300位	1,778,154 pt
1000位	3,043,474 pt
	1位	333,039,485 pt
10位	158,418,880 pt
	11位	141,069,771 pt
20位	111,845,004 pt
※11/03 11:28 集計時点 BYそくどん


100位	51,967,720 pt
500位	10,367,540 pt
1200位	2,080,965 pt
1300位	1,761,161 pt
1000位	3,021,146 pt
	1位	333,039,485 pt
10位	158,418,880 pt
	11位	141,067,711 pt
20位	111,845,004 pt
※11/03 11:26 集計時点 BYそくどん


100位	51,697,655 pt
500位	10,367,540 pt
1200位	2,064,434 pt
1300位	1,752,914 pt
1000位	3,000,938 pt
	1位	333,020,714 pt
10位	158,418,880 pt
	11位	141,067,439 pt
20位	111,845,004 pt
※11/03 11:25 集計時点 BYそくどん


100位	51,697,655 pt
500位	10,367,540 pt
1200位	2,064,434 pt
1300位	1,750,328 pt
1000位	3,000,938 pt
	1位	332,432,148 pt
10位	158,418,880 pt
	11位	141,066,647 pt
20位	111,845,004 pt
※11/03 11:23 集計時点 BYそくどん


100位	51,696,863 pt
500位	10,367,540 pt
1200位	2,061,839 pt
1300位	1,747,426 pt
1000位	3,000,938 pt
	1位	330,800,214 pt
10位	158,418,880 pt
	11位	141,066,307 pt
20位	111,845,004 pt
※11/03 11:22 集計時点 BYそくどん


100位	51,696,863 pt
500位	10,367,540 pt
1200位	2,059,649 pt
1300位	1,746,969 pt
1000位	3,000,938 pt
	1位	329,783,600 pt
10位	158,418,880 pt
	11位	141,066,307 pt
20位	111,845,004 pt
※11/03 11:21 集計時点 BYそくどん


100位	51,696,863 pt
500位	10,367,540 pt
1200位	2,055,716 pt
1300位	1,746,642 pt
1000位	3,000,938 pt
	1位	329,429,079 pt
10位	158,418,880 pt
	11位	141,065,379 pt
20位	111,845,004 pt
※11/03 11:20 集計時点 BYそくどん


100位	51,696,863 pt
500位	10,367,540 pt
1200位	2,055,716 pt
1300位	1,746,642 pt
1000位	3,000,938 pt
	1位	329,429,079 pt
10位	158,418,880 pt
	11位	141,065,379 pt
20位	111,845,004 pt
※11/03 11:19 集計時点 BYそくどん


100位	51,560,783 pt
500位	10,367,540 pt
1200位	2,047,235 pt
1300位	1,740,720 pt
1000位	2,979,549 pt
	1位	329,428,151 pt
10位	158,418,880 pt
	11位	141,065,379 pt
20位	111,845,004 pt
※11/03 11:18 集計時点 BYそくどん


100位	51,560,783 pt
500位	10,364,982 pt
1200位	2,047,235 pt
1300位	1,731,337 pt
1000位	2,969,174 pt
	1位	329,408,243 pt
10位	158,418,880 pt
	11位	141,045,320 pt
20位	111,845,004 pt
※11/03 11:16 集計時点 BYそくどん


100位	51,560,783 pt
500位	10,318,432 pt
1200位	2,044,889 pt
1300位	1,729,516 pt
1000位	2,958,772 pt
	1位	329,408,243 pt
10位	158,418,880 pt
	11位	140,713,446 pt
20位	111,844,076 pt
※11/03 11:15 集計時点 BYそくどん


500位	10,318,432 pt
1200位	2,036,026 pt
1300位	1,726,904 pt
1000位	2,958,772 pt
	1位	329,408,243 pt
10位	158,418,880 pt
	11位	140,713,242 pt
20位	111,843,804 pt
※11/03 11:13 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,318,432 pt
1200位	2,033,779 pt
1300位	1,724,103 pt
1000位	2,945,796 pt
	1位	329,408,243 pt
10位	158,418,880 pt
	11位	140,407,329 pt
20位	111,843,804 pt
※11/03 11:12 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,318,432 pt
1200位	2,026,781 pt
1300位	1,723,470 pt
1000位	2,933,221 pt
	1位	329,408,243 pt
10位	158,418,880 pt
	11位	140,370,861 pt
20位	111,843,804 pt
※11/03 11:11 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,301,547 pt
1200位	2,020,810 pt
1300位	1,715,499 pt
1000位	2,933,221 pt
	1位	329,408,243 pt
10位	158,418,880 pt
	11位	140,370,725 pt
20位	111,843,804 pt
※11/03 11:10 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,301,547 pt
1200位	2,014,189 pt
1300位	1,708,910 pt
1000位	2,913,440 pt
	1位	321,598,267 pt
10位	158,418,880 pt
	11位	140,370,385 pt
20位	111,843,804 pt
※11/03 11:09 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,301,547 pt
1200位	2,014,189 pt
1300位	1,708,910 pt
1000位	2,913,440 pt
	1位	321,598,267 pt
10位	158,418,880 pt
	11位	140,370,385 pt
20位	111,843,804 pt
※11/03 11:08 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,301,547 pt
1200位	2,010,200 pt
1300位	1,708,256 pt
1000位	2,896,321 pt
	1位	320,223,161 pt
10位	158,418,880 pt
	11位	140,369,593 pt
20位	111,843,804 pt
※11/03 11:08 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,301,547 pt
1200位	2,010,200 pt
1300位	1,698,881 pt
1000位	2,895,766 pt
	1位	320,223,161 pt
10位	158,418,880 pt
	11位	140,348,153 pt
20位	111,843,804 pt
※11/03 11:06 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,263,320 pt
1200位	2,010,200 pt
1300位	1,698,881 pt
1000位	2,890,189 pt
	1位	319,185,144 pt
10位	158,418,880 pt
	11位	140,348,153 pt
20位	111,843,804 pt
※11/03 11:05 集計時点 BYそくどん


100位	51,428,941 pt
500位	10,211,796 pt
1200位	2,005,870 pt
1300位	1,691,820 pt
1000位	2,880,212 pt
	1位	319,185,144 pt
10位	158,418,880 pt
	11位	140,347,881 pt
20位	111,843,804 pt
※11/03 11:03 集計時点 BYそくどん


100位	51,261,149 pt
500位	10,211,304 pt
1200位	2,003,541 pt
1300位	1,675,337 pt
1000位	2,868,721 pt
	1位	318,008,011 pt
10位	158,418,880 pt
	11位	140,289,531 pt
20位	111,843,804 pt
※11/03 11:01 集計時点 BYそくどん


100位	50,891,957 pt
500位	10,211,304 pt
1200位	2,001,735 pt
1300位	1,672,063 pt
1000位	2,865,676 pt
	1位	318,008,011 pt
10位	158,418,880 pt
	11位	140,289,395 pt
20位	111,843,804 pt
※11/03 11:00 集計時点 BYそくどん


100位	50,891,957 pt
500位	10,186,461 pt
1200位	1,999,661 pt
1300位	1,672,063 pt
1000位	2,865,472 pt
	1位	318,008,011 pt
10位	158,022,935 pt
	11位	140,240,246 pt
20位	111,843,804 pt
※11/03 10:59 集計時点 BYそくどん


100位	50,891,957 pt
500位	10,186,461 pt
1200位	1,991,710 pt
1300位	1,672,063 pt
1000位	2,859,653 pt
	1位	317,285,679 pt
10位	158,022,935 pt
	11位	140,236,304 pt
20位	111,843,804 pt
※11/03 10:58 集計時点 BYそくどん


100位	50,891,957 pt
500位	10,186,461 pt
1200位	1,991,378 pt
1300位	1,671,031 pt
1000位	2,857,730 pt
	1位	316,814,826 pt
10位	158,022,935 pt
	11位	140,236,168 pt
20位	111,843,804 pt
※11/03 10:56 集計時点 BYそくどん


100位	50,891,957 pt
500位	10,160,928 pt
1200位	1,983,200 pt
1300位	1,667,499 pt
1000位	2,839,650 pt
	1位	316,301,168 pt
10位	158,022,935 pt
	11位	139,372,777 pt
20位	111,843,804 pt
※11/03 10:55 集計時点 BYそくどん


100位	49,581,539 pt
500位	10,088,097 pt
1200位	1,965,279 pt
1300位	1,659,287 pt
1000位	2,834,080 pt
	1位	315,858,562 pt
10位	158,022,935 pt
	11位	139,372,777 pt
20位	111,843,804 pt
※11/03 10:53 集計時点 BYそくどん


100位	48,538,437 pt
500位	10,059,665 pt
1200位	1,955,035 pt
1300位	1,652,150 pt
1000位	2,821,426 pt
	1位	315,039,920 pt
10位	158,022,935 pt
	11位	139,372,777 pt
20位	111,843,804 pt
※11/03 10:51 集計時点 BYそくどん


100位	48,538,437 pt
500位	10,059,665 pt
1200位	1,951,156 pt
1300位	1,651,673 pt
1000位	2,821,426 pt
	1位	314,133,530 pt
10位	158,022,935 pt
	11位	139,372,777 pt
20位	111,843,804 pt
※11/03 10:50 集計時点 BYそくどん


100位	48,538,437 pt
500位	10,059,665 pt
1200位	1,951,156 pt
1300位	1,650,892 pt
1000位	2,815,528 pt
	1位	313,416,549 pt
10位	158,022,935 pt
	11位	139,372,777 pt
20位	111,843,804 pt
※11/03 10:49 集計時点 BYそくどん


100位	48,538,437 pt
500位	10,059,665 pt
1200位	1,940,627 pt
1300位	1,650,429 pt
1000位	2,815,528 pt
	1位	311,859,522 pt
10位	156,086,015 pt
	11位	139,372,777 pt
20位	111,843,804 pt
※11/03 10:48 集計時点 BYそくどん


100位	48,538,437 pt
500位	10,049,295 pt
1200位	1,934,764 pt
1300位	1,647,928 pt
1000位	2,815,084 pt
	1位	308,346,316 pt
10位	139,372,777 pt
	11位	139,196,857 pt
20位	111,843,804 pt
※11/03 10:46 集計時点 BYそくどん


100位	48,520,305 pt
500位	10,049,295 pt
1200位	1,934,764 pt
1300位	1,647,789 pt
1000位	2,813,844 pt
	1位	308,346,316 pt
10位	139,372,777 pt
	11位	139,196,857 pt
20位	111,843,804 pt
※11/03 10:45 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,970,867 pt
500位	9,970,867 pt
